condition,fragments,step,loss,accuracy,fbeta,elapsed_seconds,step_duration_seconds
baseline,1,436,0.646972,0.1875,0.223881,337.295,0.7018
baseline,1,437,0.63798,0.1875,0.193798,338.022,0.7277
baseline,1,438,0.66771,0.375,0.407407,338.69,0.6676
baseline,1,439,0.657013,0.25,0.294118,339.355,0.6649
baseline,1,440,0.644448,0.15625,0.18797,340.1,0.7455
baseline,1,441,0.640731,0.1875,0.193798,340.755,0.655
baseline,1,442,0.634435,0.15625,0.15625,341.47,0.7148
baseline,1,443,0.645802,0.1875,0.223881,342.172,0.7021
baseline,1,444,0.640426,0.1875,0.193798,342.878,0.7058
baseline,1,445,0.645257,0.21875,0.230769,343.57,0.6924
baseline,1,446,0.653247,0.21875,0.259259,344.311,0.7411
baseline,1,447,0.641977,0.15625,0.18797,345.042,0.7307
baseline,1,448,0.648285,0.1875,0.223881,345.758,0.7157
baseline,1,449,0.680683,0.40625,0.460993,346.439,0.6813
baseline,1,450,0.637578,0.1875,0.193798,347.145,0.706
baseline,1,451,0.647632,0.1875,0.223881,347.814,0.6686
baseline,1,452,0.640872,0.21875,0.230769,348.528,0.7142
baseline,1,453,0.667236,0.3125,0.362319,349.251,0.7227
baseline,1,454,0.626666,0.0625,0.076923,349.988,0.7375
baseline,1,455,0.647234,0.25,0.267176,350.725,0.7369
baseline,1,456,0.643783,0.21875,0.230769,351.429,0.7036
baseline,1,457,0.643474,0.15625,0.18797,352.154,0.7257
baseline,1,458,0.639357,0.125,0.151515,352.853,0.6988
baseline,1,459,0.656486,0.25,0.294118,353.565,0.7122
baseline,1,460,0.62609,0.0625,0.076923,354.295,0.7291
baseline,1,461,0.654168,0.25,0.294118,354.969,0.6746
baseline,1,462,0.645473,0.1875,0.223881,355.624,0.6549
baseline,1,463,0.640362,0.21875,0.230769,356.325,0.7005
baseline,1,464,0.653576,0.21875,0.259259,357.048,0.7231
baseline,1,465,0.653397,0.28125,0.30303,357.757,0.7094
baseline,1,466,0.647255,0.1875,0.223881,358.5,0.7432
baseline,1,467,0.64198,0.15625,0.18797,359.224,0.7234
baseline,1,468,0.650391,0.21875,0.259259,359.953,0.7294
baseline,1,469,0.635903,0.125,0.151515,360.665,0.7117
baseline,1,470,0.630198,0.15625,0.15625,361.378,0.7136
baseline,1,471,0.635751,0.125,0.151515,362.083,0.7052
baseline,1,472,0.62763,0.1875,0.16129,362.803,0.7196
baseline,1,473,0.635994,0.1875,0.193798,363.513,0.7104
baseline,1,474,0.654822,0.25,0.294118,364.267,0.7537
baseline,1,475,0.622012,0.09375,0.079365,364.987,0.7203
baseline,1,476,0.661354,0.28125,0.328467,365.775,0.7876
baseline,1,477,0.630319,0.09375,0.114504,366.484,0.7088
baseline,1,478,0.649909,0.21875,0.259259,367.223,0.7388
baseline,1,479,0.650361,0.28125,0.30303,367.988,0.765
baseline,1,480,0.634608,0.125,0.151515,368.699,0.7114
baseline,1,481,0.630123,0.21875,0.2,369.361,0.6622
baseline,1,482,0.630513,0.15625,0.15625,370.071,0.7097
baseline,1,483,0.620907,0.15625,0.121951,370.796,0.7246
baseline,1,484,0.616961,0.09375,0.079365,371.507,0.7115
baseline,1,485,0.651691,0.21875,0.259259,372.235,0.728
baseline,1,486,0.61754,0.09375,0.079365,372.983,0.7483
baseline,1,487,0.643684,0.1875,0.223881,373.676,0.6924
baseline,1,488,0.634387,0.125,0.151515,374.424,0.7486
baseline,1,489,0.638734,0.21875,0.230769,375.097,0.6727
baseline,1,490,0.629835,0.21875,0.2,375.89,0.7929
baseline,1,491,0.648039,0.28125,0.30303,376.575,0.6854
baseline,1,492,0.636677,0.15625,0.18797,377.334,0.7591
baseline,1,493,0.64666,0.1875,0.223881,378.011,0.6768
baseline,1,494,0.621386,0.125,0.11811,378.715,0.7037
baseline,1,495,0.653602,0.25,0.294118,379.428,0.713
baseline,1,496,0.653789,0.3125,0.338346,380.139,0.7111
baseline,1,497,0.629959,0.09375,0.114504,380.786,0.6471
baseline,1,498,0.678491,0.40625,0.460993,381.491,0.7046
baseline,1,499,0.637776,0.15625,0.18797,382.225,0.7337
baseline,1,500,0.662587,0.28125,0.328467,382.926,0.7018
baseline,1,501,0.662251,0.28125,0.328467,383.617,0.6904
baseline,1,502,0.624899,0.09375,0.114504,384.299,0.6825
baseline,1,503,0.637259,0.21875,0.230769,384.96,0.6604
baseline,1,504,0.616836,0.09375,0.079365,385.567,0.6073
baseline,1,505,0.647299,0.21875,0.259259,386.31,0.7435
baseline,1,506,0.66193,0.34375,0.373134,387.04,0.7301
baseline,1,507,0.642399,0.1875,0.223881,387.759,0.7185
baseline,1,508,0.628434,0.21875,0.2,388.474,0.7153
baseline,1,509,0.652151,0.25,0.294118,389.139,0.6643
baseline,1,510,0.653485,0.25,0.294118,389.834,0.6958
baseline,1,511,0.614929,0.09375,0.079365,390.58,0.746
baseline,1,512,0.638162,0.1875,0.223881,391.256,0.6758
baseline,1,513,0.618814,0.0625,0.076923,391.973,0.7171
baseline,1,514,0.627597,0.125,0.151515,392.685,0.7121
baseline,1,515,0.641514,0.25,0.267176,393.359,0.6738
baseline,1,516,0.639994,0.1875,0.223881,394.014,0.655
baseline,1,517,0.635855,0.15625,0.18797,394.753,0.7384
baseline,1,518,0.652731,0.3125,0.338346,395.486,0.733
baseline,1,519,0.667858,0.34375,0.395683,396.229,0.7435
baseline,1,520,0.636427,0.15625,0.18797,396.951,0.7222
baseline,1,521,0.635153,0.15625,0.18797,397.612,0.6604
baseline,1,522,0.625896,0.15625,0.15625,398.329,0.7168
baseline,1,523,0.64293,0.25,0.267176,399.03,0.7013
baseline,1,524,0.65719,0.28125,0.328467,399.72,0.6899
baseline,1,525,0.627918,0.1875,0.193798,400.429,0.7088
baseline,1,526,0.646117,0.21875,0.259259,401.127,0.6988
baseline,1,527,0.640934,0.1875,0.223881,401.764,0.6361
baseline,1,528,0.623737,0.1875,0.16129,402.448,0.6842
baseline,1,529,0.635584,0.21875,0.230769,403.139,0.6911
baseline,1,530,0.63835,0.28125,0.275591,403.911,0.7724
baseline,1,531,0.629893,0.1875,0.193798,404.597,0.6854
baseline,1,532,0.638445,0.25,0.267176,405.388,0.7913
baseline,1,533,0.65097,0.3125,0.338346,406.083,0.6946
baseline,1,534,0.62514,0.15625,0.15625,406.795,0.7127
baseline,1,535,0.635559,0.21875,0.230769,407.512,0.7169
baseline,1,536,0.64666,0.21875,0.259259,408.201,0.6892
baseline,1,537,0.644661,0.21875,0.259259,408.906,0.7043
baseline,1,538,0.625078,0.15625,0.15625,409.615,0.7095
baseline,1,539,0.63371,0.15625,0.18797,410.309,0.694
baseline,1,540,0.620977,0.09375,0.114504,411.072,0.7626
baseline,1,541,0.645602,0.21875,0.259259,411.759,0.6874
baseline,1,542,0.632961,0.15625,0.18797,412.458,0.6988
baseline,1,543,0.640593,0.1875,0.223881,413.165,0.7071
baseline,1,544,0.655311,0.3125,0.338346,413.819,0.6544
baseline,1,545,0.652664,0.25,0.294118,414.51,0.6906
baseline,1,546,0.638371,0.28125,0.275591,415.234,0.7237
baseline,1,547,0.631884,0.15625,0.18797,415.96,0.7258
baseline,1,548,0.619407,0.09375,0.114504,416.662,0.7026
baseline,1,549,0.648926,0.3125,0.338346,417.387,0.7248
baseline,1,550,0.645922,0.21875,0.259259,418.116,0.7285
baseline,1,551,0.628738,0.1875,0.193798,418.778,0.6622
baseline,1,552,0.633312,0.15625,0.18797,419.463,0.6857
baseline,1,553,0.63685,0.1875,0.223881,420.178,0.7145
baseline,1,554,0.626468,0.125,0.151515,420.864,0.6861
baseline,1,555,0.638554,0.28125,0.275591,421.573,0.7089
baseline,1,556,0.623904,0.15625,0.15625,422.242,0.6694
baseline,1,557,0.619424,0.09375,0.114504,422.89,0.648
baseline,1,558,0.631669,0.15625,0.18797,423.64,0.7499
baseline,1,559,0.655408,0.28125,0.328467,424.345,0.7047
baseline,1,560,0.649762,0.3125,0.338346,425.039,0.6941
baseline,1,561,0.612351,0.125,0.11811,425.801,0.7618
baseline,1,562,0.666423,0.34375,0.395683,426.509,0.7083
baseline,1,563,0.625609,0.1875,0.193798,427.137,0.6281
baseline,1,564,0.632358,0.21875,0.230769,427.853,0.7158
baseline,1,565,0.618255,0.15625,0.15625,428.572,0.7193
baseline,1,566,0.618142,0.15625,0.15625,429.304,0.732
baseline,1,567,0.634629,0.1875,0.223881,429.998,0.694
baseline,1,568,0.629978,0.15625,0.18797,430.768,0.7695
baseline,1,569,0.656937,0.28125,0.328467,431.431,0.6633
baseline,1,570,0.641846,0.21875,0.259259,432.157,0.7261
baseline,1,571,0.657179,0.28125,0.328467,432.859,0.7015
baseline,1,572,0.670701,0.375,0.428571,433.555,0.6966
baseline,1,573,0.622526,0.125,0.151515,434.252,0.6962
baseline,1,574,0.62377,0.125,0.151515,434.98,0.7286
baseline,1,575,0.643318,0.34375,0.348837,435.732,0.7521
baseline,1,576,0.6386,0.21875,0.259259,436.43,0.6977
baseline,1,577,0.61617,0.09375,0.114504,437.137,0.7073
baseline,1,578,0.625081,0.1875,0.193798,437.879,0.7423
baseline,1,579,0.655434,0.34375,0.373134,438.572,0.6927
baseline,1,580,0.627905,0.15625,0.18797,439.303,0.731
baseline,1,581,0.636033,0.25,0.267176,439.981,0.6775
baseline,1,582,0.640144,0.21875,0.259259,440.725,0.7445
baseline,1,583,0.630146,0.21875,0.230769,441.416,0.6909
baseline,1,584,0.621227,0.21875,0.2,442.128,0.7122
baseline,1,585,0.618438,0.15625,0.15625,442.855,0.7269
baseline,1,586,0.654567,0.28125,0.328467,443.587,0.7321
baseline,1,587,0.629445,0.21875,0.230769,444.293,0.7054
baseline,1,588,0.639662,0.21875,0.259259,445.045,0.7526
baseline,1,589,0.627038,0.21875,0.230769,445.728,0.6831
baseline,1,590,0.641344,0.21875,0.259259,446.414,0.6857
baseline,1,591,0.644869,0.25,0.294118,447.074,0.6601
baseline,1,592,0.615313,0.15625,0.15625,447.75,0.6758
baseline,1,593,0.623951,0.1875,0.193798,448.445,0.6952
baseline,1,594,0.636905,0.21875,0.259259,449.166,0.7204
baseline,1,595,0.620947,0.125,0.151515,449.84,0.6745
baseline,1,596,0.641814,0.28125,0.30303,450.518,0.6777
baseline,1,597,0.64675,0.25,0.294118,451.268,0.7499
baseline,1,598,0.652783,0.28125,0.328467,451.977,0.7096
baseline,1,599,0.637357,0.25,0.267176,452.687,0.71
baseline,1,600,0.602181,0.09375,0.079365,453.44,0.753
baseline,1,601,0.619116,0.125,0.151515,454.166,0.726
baseline,1,602,0.653664,0.34375,0.373134,454.91,0.744
baseline,1,603,0.622968,0.1875,0.193798,455.635,0.7247
baseline,1,604,0.639106,0.21875,0.259259,456.357,0.7223
baseline,1,605,0.645703,0.25,0.294118,457.071,0.714
baseline,1,606,0.621916,0.1875,0.193798,457.787,0.7157
baseline,1,607,0.633633,0.1875,0.223881,458.448,0.6613
baseline,1,608,0.624895,0.21875,0.230769,459.173,0.7251
baseline,1,609,0.6333,0.1875,0.223881,459.891,0.7173
baseline,1,610,0.627342,0.21875,0.230769,460.631,0.7407
baseline,1,611,0.62506,0.15625,0.18797,461.318,0.6863
baseline,1,612,0.625706,0.15625,0.18797,462.066,0.7483
baseline,1,613,0.628152,0.21875,0.230769,462.771,0.705
baseline,1,614,0.62191,0.1875,0.193798,463.427,0.6561
baseline,1,615,0.603315,0.0625,0.076923,464.077,0.6499
baseline,1,616,0.612327,0.09375,0.114504,464.782,0.7048
baseline,1,617,0.638518,0.21875,0.259259,465.489,0.7072
baseline,1,618,0.646461,0.25,0.294118,466.178,0.6894
baseline,1,619,0.623804,0.25,0.238095,466.836,0.6579
baseline,1,620,0.651633,0.28125,0.328467,467.58,0.7437
baseline,1,621,0.646931,0.25,0.294118,468.219,0.6394
baseline,1,622,0.644999,0.25,0.294118,468.949,0.7296
baseline,1,623,0.63407,0.25,0.267176,469.624,0.6755
baseline,1,624,0.636141,0.21875,0.259259,470.33,0.7056
baseline,1,625,0.651252,0.3125,0.338346,471.008,0.6777
baseline,1,626,0.633696,0.1875,0.223881,471.769,0.7615
baseline,1,627,0.631278,0.1875,0.223881,472.428,0.6591
baseline,1,628,0.622271,0.15625,0.18797,473.087,0.6588
baseline,1,629,0.627128,0.21875,0.230769,473.777,0.69
baseline,1,630,0.623915,0.21875,0.230769,474.541,0.764
baseline,1,631,0.647779,0.3125,0.338346,475.262,0.7205
baseline,1,632,0.614343,0.15625,0.15625,475.953,0.6915
baseline,1,633,0.606697,0.125,0.11811,476.656,0.7029
baseline,1,634,0.616393,0.21875,0.2,477.375,0.719
baseline,1,635,0.597106,0.03125,0.03876,478.064,0.6888
baseline,1,636,0.615876,0.125,0.151515,478.754,0.6898
baseline,1,637,0.621535,0.15625,0.18797,479.49,0.7361
baseline,1,638,0.6239,0.21875,0.230769,480.19,0.7005
baseline,1,639,0.629948,0.1875,0.223881,480.839,0.6489
baseline,1,640,0.601816,0.0625,0.076923,481.545,0.7059
baseline,1,641,0.630669,0.1875,0.223881,482.227,0.6815
baseline,1,642,0.624945,0.21875,0.230769,482.979,0.7525
baseline,1,643,0.628726,0.1875,0.223881,483.647,0.6683
baseline,1,644,0.649723,0.28125,0.328467,484.346,0.6987
baseline,1,645,0.594293,0.03125,0.03876,485.053,0.7071
baseline,1,646,0.641687,0.25,0.294118,485.779,0.7253
baseline,1,647,0.660811,0.3125,0.362319,486.477,0.698
baseline,1,648,0.61711,0.1875,0.193798,487.198,0.721
baseline,1,649,0.616061,0.1875,0.193798,487.901,0.7035
baseline,1,650,0.631579,0.1875,0.223881,488.627,0.7263
baseline,1,651,0.650577,0.28125,0.328467,489.355,0.728
baseline,1,652,0.6362,0.3125,0.3125,490.111,0.7553
baseline,1,653,0.658921,0.375,0.407407,490.772,0.6615
baseline,1,654,0.663522,0.34375,0.395683,491.512,0.7401
baseline,1,655,0.602478,0.125,0.11811,492.24,0.7282
baseline,1,656,0.613498,0.125,0.151515,492.894,0.6534
baseline,1,657,0.621657,0.15625,0.18797,493.626,0.7323
baseline,1,658,0.658714,0.46875,0.46875,494.408,0.7817
baseline,1,659,0.638228,0.28125,0.30303,495.139,0.7308
baseline,1,660,0.613536,0.21875,0.2,495.828,0.689
baseline,1,661,0.634548,0.21875,0.259259,496.508,0.6803
baseline,1,662,0.657344,0.3125,0.362319,497.173,0.6649
baseline,1,663,0.616558,0.1875,0.193798,497.934,0.7607
baseline,1,664,0.619503,0.15625,0.18797,498.648,0.7142
baseline,1,665,0.612748,0.15625,0.15625,499.335,0.6868
baseline,1,666,0.626666,0.1875,0.223881,500.083,0.7485
baseline,1,667,0.642267,0.25,0.294118,500.772,0.6888
baseline,1,668,0.613122,0.21875,0.2,501.471,0.6996
baseline,1,669,0.602428,0.125,0.11811,502.165,0.6934
baseline,1,670,0.635959,0.21875,0.259259,502.876,0.7112
baseline,1,671,0.613449,0.1875,0.193798,503.541,0.6646
baseline,1,672,0.596917,0.0625,0.076923,504.282,0.7413
baseline,1,673,0.613096,0.125,0.151515,504.989,0.7071
baseline,1,674,0.641518,0.25,0.294118,505.697,0.7084
baseline,1,675,0.604108,0.09375,0.114504,506.394,0.6965
baseline,1,676,0.634592,0.21875,0.259259,507.098,0.7041
baseline,1,677,0.620834,0.15625,0.18797,507.83,0.7318
baseline,1,678,0.619288,0.15625,0.18797,508.549,0.7196
baseline,1,679,0.613097,0.1875,0.193798,509.28,0.7302
baseline,1,680,0.61352,0.1875,0.193798,509.997,0.7174
baseline,1,681,0.62538,0.1875,0.223881,510.753,0.7554
baseline,1,682,0.595377,0.0625,0.076923,511.46,0.7075
baseline,1,683,0.617419,0.21875,0.230769,512.086,0.6256
baseline,1,684,0.626785,0.25,0.267176,512.789,0.7029
baseline,1,685,0.625483,0.1875,0.223881,513.494,0.7051
baseline,1,686,0.602524,0.09375,0.114504,514.216,0.7225
baseline,1,687,0.648322,0.28125,0.328467,514.878,0.6615
baseline,1,688,0.626789,0.1875,0.223881,515.567,0.6892
baseline,1,689,0.655669,0.3125,0.362319,516.262,0.6953
baseline,1,690,0.615375,0.1875,0.193798,516.97,0.7078
baseline,1,691,0.638109,0.25,0.294118,517.701,0.7313
baseline,1,692,0.649561,0.28125,0.328467,518.409,0.7073
baseline,1,693,0.622717,0.21875,0.230769,519.074,0.665
baseline,1,694,0.633493,0.21875,0.259259,519.797,0.7239
baseline,1,695,0.637831,0.25,0.294118,520.535,0.7376
baseline,1,696,0.639566,0.25,0.294118,521.237,0.7018
baseline,1,697,0.612129,0.1875,0.193798,521.913,0.6762
baseline,1,698,0.619002,0.21875,0.230769,522.65,0.7367
baseline,1,699,0.604281,0.1875,0.16129,523.374,0.7241
baseline,1,700,0.60898,0.125,0.151515,524.045,0.6712
baseline,1,701,0.595315,0.125,0.11811,524.716,0.6712
baseline,1,702,0.662077,0.34375,0.395683,525.471,0.7548
baseline,1,703,0.598927,0.125,0.11811,526.173,0.702
baseline,1,704,0.649167,0.34375,0.373134,526.863,0.6895
baseline,1,705,0.604766,0.15625,0.15625,527.579,0.7162
baseline,1,706,0.603901,0.15625,0.15625,528.274,0.6953
baseline,1,707,0.612675,0.21875,0.2,528.947,0.6732
baseline,1,708,0.604228,0.15625,0.15625,529.707,0.7596
baseline,1,709,0.583782,0.03125,0.03876,530.46,0.7528
baseline,1,710,0.617118,0.25,0.238095,531.237,0.7778
baseline,1,711,0.618402,0.25,0.238095,531.889,0.6517
baseline,1,712,0.631183,0.21875,0.259259,532.587,0.698
baseline,1,713,0.618902,0.21875,0.230769,533.294,0.7064
baseline,1,714,0.624124,0.1875,0.223881,533.963,0.6694
baseline,1,715,0.664708,0.34375,0.395683,534.629,0.6657
baseline,1,716,0.619404,0.21875,0.230769,535.37,0.7416
baseline,1,717,0.629833,0.21875,0.259259,536.078,0.7079
baseline,1,718,0.602479,0.15625,0.15625,536.819,0.7407
baseline,1,719,0.639063,0.25,0.294118,537.489,0.6704
baseline,1,720,0.606106,0.125,0.151515,538.221,0.7315
baseline,1,721,0.63897,0.34375,0.348837,538.888,0.6669
baseline,1,722,0.624368,0.25,0.267176,539.605,0.7174
baseline,1,723,0.624504,0.25,0.267176,540.346,0.7406
baseline,1,724,0.620711,0.1875,0.223881,541.031,0.6857
baseline,1,725,0.609076,0.1875,0.193798,541.753,0.7217
baseline,1,726,0.602613,0.15625,0.15625,542.486,0.7328
baseline,1,727,0.583716,0.125,0.081967,543.146,0.6606
baseline,1,728,0.621543,0.28125,0.275591,543.853,0.707
baseline,1,729,0.636713,0.25,0.294118,544.504,0.6508
baseline,1,730,0.617015,0.21875,0.230769,545.242,0.7378
baseline,1,731,0.593835,0.15625,0.121951,545.943,0.7009
baseline,1,732,0.61362,0.15625,0.18797,546.674,0.7306
baseline,1,733,0.594705,0.125,0.11811,547.394,0.7207
baseline,1,734,0.618264,0.21875,0.230769,548.127,0.733
baseline,1,735,0.642464,0.3125,0.338346,548.759,0.6317
baseline,1,736,0.625196,0.25,0.267176,549.465,0.7057
baseline,1,737,0.609776,0.25,0.238095,550.208,0.7437
baseline,1,738,0.614514,0.21875,0.230769,550.901,0.6925
baseline,1,739,0.634719,0.28125,0.30303,551.591,0.6905
baseline,1,740,0.623695,0.28125,0.275591,552.312,0.7205
baseline,1,741,0.644369,0.375,0.384615,552.985,0.6728
baseline,1,742,0.653071,0.3125,0.362319,553.781,0.7968
baseline,1,743,0.59656,0.15625,0.15625,554.5,0.7181
baseline,1,744,0.628494,0.21875,0.259259,555.169,0.6696
baseline,1,745,0.611444,0.15625,0.18797,555.86,0.6908
baseline,1,746,0.619485,0.25,0.267176,556.568,0.7079
baseline,1,747,0.615115,0.21875,0.230769,557.27,0.7019
baseline,1,748,0.595113,0.09375,0.114504,557.963,0.6932
baseline,1,749,0.618937,0.28125,0.275591,558.662,0.6995
baseline,1,750,0.604301,0.125,0.151515,559.372,0.7094
baseline,1,751,0.612414,0.15625,0.18797,560.082,0.7102
baseline,1,752,0.636499,0.25,0.294118,560.827,0.7447
baseline,1,753,0.594789,0.125,0.11811,561.498,0.6711
baseline,1,754,0.64055,0.34375,0.348837,562.263,0.7653
baseline,1,755,0.626145,0.21875,0.259259,562.947,0.6835
baseline,1,756,0.634652,0.25,0.294118,563.697,0.7509
baseline,1,757,0.616454,0.21875,0.230769,564.392,0.6946
baseline,1,758,0.667093,0.375,0.428571,565.166,0.7744
baseline,1,759,0.618702,0.1875,0.223881,565.861,0.6943
baseline,1,760,0.619355,0.1875,0.223881,566.567,0.7063
baseline,1,761,0.628682,0.21875,0.259259,567.27,0.7026
baseline,1,762,0.613878,0.21875,0.230769,567.992,0.7226
baseline,1,763,0.635775,0.25,0.294118,568.669,0.6771
baseline,1,764,0.605015,0.1875,0.193798,569.371,0.7013
baseline,1,765,0.631386,0.3125,0.3125,570.135,0.7641
baseline,1,766,0.619112,0.25,0.267176,570.886,0.7512
baseline,1,767,0.61008,0.15625,0.18797,571.518,0.6321
baseline,1,768,0.597425,0.15625,0.15625,572.215,0.697
baseline,1,769,0.626784,0.25,0.267176,572.934,0.7185
baseline,1,770,0.604751,0.1875,0.193798,573.672,0.7387
baseline,1,771,0.621778,0.25,0.267176,574.389,0.7166
baseline,1,772,0.601853,0.21875,0.2,575.105,0.7164
baseline,1,773,0.586698,0.125,0.11811,575.767,0.6621
baseline,1,774,0.637093,0.3125,0.338346,576.507,0.7394
baseline,1,775,0.618246,0.1875,0.223881,577.198,0.6914
baseline,1,776,0.591352,0.09375,0.114504,577.96,0.7615
baseline,1,777,0.630436,0.28125,0.30303,578.641,0.6818
baseline,1,778,0.622534,0.25,0.267176,579.367,0.7254
baseline,1,779,0.622082,0.25,0.267176,580.073,0.7059
baseline,1,780,0.615567,0.21875,0.230769,580.772,0.6993
baseline,1,781,0.61713,0.1875,0.223881,581.486,0.7138
baseline,1,782,0.591222,0.09375,0.114504,582.195,0.7093
baseline,1,783,0.68137,0.46875,0.507246,582.918,0.7225
baseline,1,784,0.610229,0.21875,0.230769,583.695,0.7778
baseline,1,785,0.607555,0.15625,0.18797,584.386,0.6909
baseline,1,786,0.616232,0.21875,0.230769,585.067,0.6804
baseline,1,787,0.616079,0.1875,0.223881,585.773,0.706
baseline,1,788,0.588762,0.1875,0.16129,586.464,0.6916
baseline,1,789,0.653039,0.28125,0.335821,587.143,0.6789
baseline,1,790,0.628229,0.28125,0.30303,587.938,0.7948
baseline,1,791,0.608743,0.21875,0.230769,588.684,0.746
baseline,1,792,0.606191,0.1875,0.193798,589.396,0.7115
baseline,1,793,0.616284,0.1875,0.223881,590.128,0.7328
baseline,1,794,0.605511,0.15625,0.18797,590.859,0.7309
baseline,1,795,0.609941,0.21875,0.230769,591.528,0.6685
baseline,1,796,0.592047,0.15625,0.15625,592.263,0.7357
baseline,1,797,0.625432,0.21875,0.259259,592.998,0.7343
baseline,1,798,0.605693,0.15625,0.18797,593.707,0.7092
baseline,1,799,0.61407,0.21875,0.230769,594.365,0.6579
baseline,1,800,0.619103,0.1875,0.223881,595.063,0.6986
baseline,1,801,0.618007,0.25,0.267176,595.767,0.7033
baseline,1,802,0.63315,0.25,0.294118,596.447,0.6802
baseline,1,803,0.632535,0.25,0.294118,597.041,0.5942
baseline,1,804,0.609096,0.21875,0.230769,597.77,0.7285
baseline,1,805,0.615899,0.1875,0.223881,598.453,0.6829
baseline,1,806,0.612681,0.21875,0.230769,599.132,0.6798
baseline,1,807,0.61169,0.21875,0.230769,599.808,0.6755
baseline,1,808,0.614223,0.1875,0.223881,600.566,0.7577
baseline,1,809,0.635649,0.3125,0.338346,601.29,0.7249
baseline,1,810,0.644311,0.34375,0.373134,602.048,0.7572
baseline,1,811,0.578177,0.0625,0.076923,602.753,0.7055
baseline,1,812,0.605536,0.15625,0.18797,603.436,0.683
